,Soma_region,Cortical_layer,Transgenic_line,Brain_id,Subclass_or_type,Celltype,final_celltype
17545_00143,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00144,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00145,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00146,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00147,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,CP_others,CP_others
17545_00149,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,CP_others,CP_others
17545_00150,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00154,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPL,VPL
17545_00155,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00158,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00159,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00162,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,MG,MG
17545_00163,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,MG,MG
17545_00164,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,MG,MG
17545_00165,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,MG,MG
17545_00166,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,MG,MG
17545_00168,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00169,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00170,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00172,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00173,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00174,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00175,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,SMT,SMT
17545_00176,LP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,LP,LP
17545_00177,PVT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,PVT,PVT
17545_00179,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00180,RE,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,RE,RE
17781_00001,EPd,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_Epd,Car3_Epd
17781_00003,MOp,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_MO,Car3_MO
17781_00004,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,CLA,CLA
17781_2184_x15071_y19950,ORBl,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_ORB,Car3_ORB
17781_2491_x13559_y38398,GU,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_GU,Car3_GU
17781_3668_x9453_y17266,SSp,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSp,Car3_SS
17781_3819_x16144_y41186,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSs,Car3_SS
17781_4095_x17570_y12460,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,CLA,CLA
17781_4710_x13766_y10574,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSs,Car3_SS
17781_4874_x11466_y11924,SSp-bfd,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSp,Car3_SS
17781_5166_x11993_y10858,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSs,Car3_SS
17781_5361_x17741_y11849,CP,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,CP_GPe,CP_GPe,CP_GPe
17781_5548_x15772_y8872,VISC,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_VISC,Car3_VISC
17781_5655_x10641_y11102,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSs,Car3_SS
17781_5894_x11460_y10079,AUDp,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_AUD,Car3_AUD
17781_6028_x9772_y42888,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSs,Car3_SS
17781_6202_x7633_y12296,SSp-bfd,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSp,Car3_SS
17781_6228_x12697_y8412,AUDp,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_AUD,Car3_AUD
17781_6262_x6896_y13574,SSp-bfd,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSp,Car3_SS
17781_6270_x9494_y43380,AUDd,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_AUD,Car3_AUD
17781_6287_x8230_y11645,SSs,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_SSs,Car3_SS
17781_6325_x14423_y8278,TEa,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_TEa,Car3_TEa
17781_6355_x6443_y33777,CA1,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17781_6626_x22318_y13682,TR,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17781_6627_x22762_y14486,TR,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17781_6643_x22317_y12822,TR,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17781_6802_x8324_y14113,CA1,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17781_6866_x8954_y41812,VISl,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,Car3,Car3_VIS,Car3_VIS
17781_6881_x22248_y12698,TR,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17781_7132_x8998_y15272,SUB,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17781_7281_x18241_y11406,SUB,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781,,,
17782_3138_x32805_y18352,AId,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782,Car3,Car3_AId,Car3_AId
17782_3253_x33739_y18314,AId,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782,Car3,Car3_AId,Car3_AId
17782_3284_x11909_y16428,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782,Car3,CLA,CLA
17782_3352_x11384_y16404,MOp,6,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782,Car3,Car3_MO,Car3_MO
17782_3487_x11014_y17041,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782,Car3,CLA,CLA
17782_3651_x35286_y18512,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782,Car3,CLA,CLA
17782_3672_x34784_y19432,CLA,,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782,Car3,CLA,CLA
17787_00007,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_SNr,CP_SNr,CP_SNr
17787_00013,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_GPe,CP_GPe,CP_GPe
17787_00014,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_SNr,CP_SNr,CP_SNr
17787_00019,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_SNr,CP_SNr,CP_SNr
17787_00026,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_SNr,CP_SNr,CP_SNr
17787_00029,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_others,CP_others,CP_others
17787_00048,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_SNr,CP_SNr,CP_SNr
17787_00049,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_SNr,CP_SNr,CP_SNr
17787_00050,CP,,Plxnd1-CreER;Ai166_351327-17787,17787,CP_SNr,CP_SNr,CP_SNr
17787_4521_x5172_y12873,SSs,5,Plxnd1-CreER;Ai166_351327-17787,17787,CTX_IT,IT_SSs,IT_SS
17787_4690_x4440_y9176,SSs,2月3日,Plxnd1-CreER;Ai166_351327-17787,17787,CTX_IT,IT_SSs,IT_SS
17787_7070_x12739_y1410,VISpm,2月3日,Plxnd1-CreER;Ai166_351327-17787,17787,CTX_IT,IT_VIS,IT_VIS
17788_3709_x6000_y8213,SSp-m,4,Plxnd1-CreER;Ai166_351331-17788,17788,CTX_IT,IT_SSp-m,IT_SS
17788_4719_x3512_y9492,SSs,5,Plxnd1-CreER;Ai166_351331-17788,17788,CTX_IT,IT_SSs,IT_SS
17788_5059_x3960_y6601,SSp-n,,Plxnd1-CreER;Ai166-351331,17788,CTX_IT,IT_SSp-n,IT_SS
17788_5767_x16636_y3662,RSPv,2月3日,Plxnd1-CreER;Ai166_351331-17788,17788,CTX_IT,IT_RSP,IT_RSP
18047_00047,ORBm,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET,ET_ORB,ET_ORB
18047_2622_x11862_y12983,MOs,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET,ET_MOs,ET_MO
18047_3132_x24052_y12385,MOs,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET,ET_MOs,ET_MO
18047_4141_x14168_y9063,MOs,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET,ET_MOs,ET_MO
18047_4458_x18853_y10785,ACAv,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET,ET_ACA,ET_ACA
18047_5719_x25513_y7957,SSp-un,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET,ET_SSp-un,ET_SS
18047_7769_x31046_y13195,ENTl,5,Fezf2-CreER;Ai166_358361-18047,18047,CTX_ET,ET_ENT,ET_ENT
182724_2238_x7096_y20268,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_2247_x6785_y11803,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_2333_x7081_y21185,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_2383_x9300_y17890,ORBvl,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_ORB,ET_ORB
182724_2494_x6419_y20983,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_2525_x8483_y21088,AId,5,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_AI,ET_AI
182724_2526_x7529_y21792,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_2670_x5615_y13225,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_2926_x5279_y13761,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_2997_x5821_y12613,MOs,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOs,ET_MO
182724_3848_x8903_y23965,SSp-m,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_SSp-m,ET_SS
182724_3887_x5901_y10339,SSp-ul,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_SSp-ul,ET_SS
182724_4327_x4847_y18972,MOp,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_MOp,ET_MO
182724_4472_x5247_y12162,MOp,6,Fezf2-CreER;Ai166-405426,182724,,,
182724_4580_x5627_y9427,SSp-un,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_SSp-un,ET_SS
182724_4599_x8181_y6776,SSs,,Fezf2-CreER;Ai166-405426,182724,,,
182724_4785_x5002_y11122,SSp-ll,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_SSp-ll,ET_SS
182724_5355_x5321_y20589,SSp-ll,6,Fezf2-CreER;Ai166-405426,182724,,,
182724_5410_x4393_y11075,SSp-ll,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_SSp-ll,ET_SS
182724_5651_x9832_y25682,VISC,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_VISC,ET_VISC
182724_5793_x8695_y5510,AUDv,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_AUD,ET_AUD
182724_5937_x3804_y11955,VISa,,Fezf2-CreER;Ai166-405426,182724,CTX_ET,ET_VIS,ET_VIS
182725_2241_x9113_y11193,MOs,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_MOs,ET_MO
182725_2376_x10033_y10786,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_MOp,ET_MO
182725_2390_x8944_y12077,MOs,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_MOs,ET_MO
182725_2581_x9375_y21137,AIv,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_AI,ET_AI
182725_2917_x9391_y22263,AId,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_AI,ET_AI
182725_3680_x13452_y7614,GU,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_GU,ET_GU
182725_3762_x5563_y19178,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_MOp,ET_MO
182725_4080_x6576_y11407,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_MOp,ET_MO
182725_4160_x5717_y19181,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_MOp,ET_MO
182725_4290_x5671_y18488,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_MOp,ET_MO
182725_4390_x5078_y18459,SSp-ll,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_SSp-ll,ET_SS
182725_5012_x5980_y10427,SSp-ll,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_SSp-ll,ET_SS
182725_5094_x5532_y11642,RSPagl,,Fezf2-CreER;Ai166-405429,182725,CTX_ET,ET_RSP,ET_RSP
182725_6819_x6109_y7853,VISp,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_VIS,ET_VIS
182725_7341_x4593_y22594,VISli,5,Fezf2-CreER;Ai166_405429-182725,182725,CTX_ET,ET_VIS,ET_VIS
18452_3926_x14445_y21337,OT,,Cux2-CreERT2;Ai166_374707-18452,18452,,,
18452_4002_x10332_y17479,EPd,,Cux2-CreERT2;Ai166_374707-18452,18452,,,
18452_4126_x15225_y20986,OT,,Cux2-CreERT2;Ai166_374707-18452,18452,,,
18452_4272_x26686_y20064,PIR,,Cux2-CreERT2;Ai166_374707-18452,18452,,,
18452_4536_x11274_y21067,OT,,Cux2-CreERT2;Ai166_374707-18452,18452,,,
18452_5511_x26566_y3403,SSp-tr,2月3日,Cux2-CreERT2;Ai166_374707-18452,18452,CTX_IT,IT_SSp-tr,IT_SS
18452_7249_x11408_y2071,VISp,2月3日,Cux2-CreERT2;Ai166_374707-18452,18452,CTX_IT,IT_VIS,IT_VIS
18453_1641_x24165_y10580,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_1643_x24077_y11694,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_1674_x14446_y9719,FRP,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_FRP,IT_FRP
18453_1924_x22284_y8069,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_2190_x23739_y8507,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_2400_x15836_y7243,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_2428_x13810_y8197,MOs,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_2632_x11687_y8383,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_2645_x28684_y11703,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_2713_x27713_y9899,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_2884_x12998_y7285,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_2991_x13607_y7348,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_3021_x27493_y8943,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_3147_x16721_y20510,OT,,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_3186_x12745_y7108,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_3218_x16785_y20581,OT,,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_3225_x17398_y19713,OT,,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_3316_x8214_y11076,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3326_x29413_y10076,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3350_x8925_y9653,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3456_x24161_y6646,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_3471_x28224_y8289,SSp-ul,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-ul,IT_SS
18453_3492_x29357_y9198,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3516_x21006_y6048,MOs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOs,IT_MO
18453_3564_x30226_y9677,SSp-m,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3579_x30397_y10103,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3678_x8938_y8684,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3690_x8282_y9898,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3704_x10450_y7387,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3766_x16118_y20931,OT,,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_3767_x22604_y5643,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_3795_x13584_y5960,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_3796_x16246_y20830,OT,,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_3810_x16082_y20891,OT,,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_3841_x9500_y7920,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-m,IT_SS
18453_3848_x19057_y7025,ACAv,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_ACA,IT_ACA
18453_3935_x22928_y21885,OT,,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_3945_x11262_y6434,SSp-ul,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-ul,IT_SS
18453_4067_x16924_y5288,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_4186_x30783_y11697,SSs,6,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_4221_x16935_y5165,MOp,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_MOp,IT_MO
18453_4231_x30739_y8470,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-n,IT_SS
18453_4283_x7543_y12923,VISC,6,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_4283_x7739_y13735,VISC,6,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_4345_x12044_y5189,SSp-ul,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-ul,IT_SS
18453_4386_x31552_y9254,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-n,IT_SS
18453_4403_x30609_y7732,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_4496_x31014_y8304,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-n,IT_SS
18453_4497_x29287_y7176,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_4540_x32498_y9442,SSp-n,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-n,IT_SS
18453_4693_x33039_y11636,SSs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSs,IT_SS
18453_4711_x14090_y3943,SSp-ll,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-ll,IT_SS
18453_4725_x30684_y6703,SSp-bfd,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_4749_x31789_y8895,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-n,IT_SS
18453_4899_x10111_y5917,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_5033_x32118_y8975,SSs,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSs,IT_SS
18453_5113_x9557_y5782,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_5228_x9833_y5221,SSp-bfd,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_5308_x10321_y5166,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_5317_x24548_y3717,SSp-tr,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-tr,IT_SS
18453_5318_x33682_y14092,VISC,5,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_5325_x32314_y8395,SSs,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSs,IT_SS
18453_5343_x23330_y3366,RSPagl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_RSP,IT_RSP
18453_5436_x32746_y12751,SSs,6,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSs,IT_SS
18453_5459_x9646_y5477,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_5535_x29214_y5045,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSp-bfd,IT_SS
18453_5578_x32997_y13060,AUDv,6a,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_5667_x25695_y3103,VISam,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_5766_x31719_y6139,SSs,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_SSs,IT_SS
18453_5841_x19468_y3419,RSPv,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_RSP,IT_RSP
18453_5862_x33046_y12305,AUDv,6,Cux2-CreERT2;Ai166_374712-18453,18453,,,
18453_5941_x24629_y3152,VISam,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_5995_x24812_y3143,VISam,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6040_x24821_y3042,VISam,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6053_x8032_y5933,VISrl,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6181_x10238_y3690,VISrl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6229_x34471_y10482,AUDv,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_AUD,IT_AUD
18453_6316_x30559_y4743,VISrl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6477_x30376_y5078,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6479_x9010_y4330,VISal,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6500_x34303_y12884,TEa,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_Tea,IT_Tea
18453_6537_x8725_y4484,VISal,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
18453_6561_x9442_y3817,VISrl,2月3日,Cux2-CreERT2;Ai166_374712-18453,18453,CTX_IT,IT_VIS,IT_VIS
